Longitude,Latitude,Encounter Type,geometry,Lat,Lon,cluster_label_dbscan,cluster
-115.521163,51.165128,neutral_passive,POINT (463574.84884790797 5666048.868806679),5666048.868806679,463574.84884790797,0,0
-115.52652999999998,51.16369399999999,neutral_passive,POINT (463198.59933823405 5665892.134875018),5665892.134875018,463198.59933823405,0,0
-115.531582,51.163812,neutral_passive,POINT (462845.59070847114 5665907.7917090785),5665907.7917090785,462845.59070847114,0,0
-115.528766,51.163961,neutral_passive,POINT (463042.53018108895 5665922.936081727),5665922.936081727,463042.53018108895,0,0
-115.526991,51.164538,neutral_passive,POINT (463167.0504951165 5665986.185863994),5665986.185863994,463167.0504951165,0,0
-115.529704,51.16461,neutral_passive,POINT (462977.48973773094 5665995.5515559055),5665995.5515559055,462977.48973773094,0,0
-115.533294,51.164799,curious_risk,POINT (462726.72835109633 5666018.374182128),5666018.374182128,462726.72835109633,0,0
-115.528304,51.165148,curious_risk,POINT (463075.7686638862 5666054.6526562385),5666054.6526562385,463075.7686638862,0,0
-115.53200699999996,51.16528799999999,neutral_passive,POINT (462817.072670853 5666072.080710894),5666072.080710894,462817.072670853,0,0
-115.527373,51.165501000000006,neutral_passive,POINT (463141.1190919057 5666093.425685204),5666093.425685204,463141.1190919057,0,0
-115.52926,51.16564299999999,neutral_passive,POINT (463009.34824393026 5666110.157920806),5666110.157920806,463009.34824393026,0,0
-115.53835,51.164156,neutral_passive,POINT (462372.83072065434 5665949.471701325),5665949.471701325,462372.83072065434,0,0
-115.53836799999998,51.16428799999999,neutral_passive,POINT (462371.68004556355 5665964.154211154),5665964.154211154,462371.68004556355,0,0
-115.534647,51.16448499999999,curious_risk,POINT (462631.9106106718 5665984.156009152),5665984.156009152,462631.9106106718,0,0
-115.536883,51.16481600000001,neutral_passive,POINT (462475.89937777934 5666022.0887809815),5666022.0887809815,462475.89937777934,0,0
-115.53653099999995,51.16507799999999,neutral_passive,POINT (462500.71383636125 5666051.033548373),5666051.033548373,462500.71383636125,0,0
-115.537635,51.165157,neutral_passive,POINT (462423.6176132742 5666060.378727311),5666060.378727311,462423.6176132742,0,0
-115.535024,51.165905,neutral_passive,POINT (462606.70931224694 5666142.196805676),5666142.196805676,462606.70931224694,0,0
-115.53690500000002,51.16597,neutral_passive,POINT (462475.2981538162 5666150.38026456),5666150.38026456,462475.2981538162,0,0
-115.534468,51.16600600000001,neutral_passive,POINT (462645.64997811377 5666153.141590236),5666153.141590236,462645.64997811377,0,0
-115.53392699999996,51.16612899999999,neutral_passive,POINT (462683.5598759664 5666166.539830741),5666166.539830741,462683.5598759664,0,0
-115.5164,51.16485999999999,neutral_passive,POINT (463907.53360472235 5666016.729560377),5666016.729560377,463907.53360472235,0,0
-115.510345,51.16527200000001,aggressive,POINT (464331.0478311068 5666059.574337459),5666059.574337459,464331.0478311068,0,0
-115.51824899999998,51.165403,neutral_passive,POINT (463778.7284933161 5666077.999164302),5666077.999164302,463778.7284933161,0,0
-115.514104,51.165669,neutral_passive,POINT (464068.6343505544 5666105.535064557),5666105.535064557,464068.6343505544,0,0
-115.51743399999997,51.165845,curious_risk,POINT (463836.03549923503 5666126.731505231),5666126.731505231,463836.03549923503,0,0
