name,geometry,tourism,Latitude,Longitude,Lat,Lon
,POINT (418574.5313906424 5693872.041591243),camp_pitch,51.410725,-116.171265,5693872.041591243,418574.5313906424
,POINT (418673.755038202 5693527.656610038),camp_pitch,51.407642,-116.169759,5693527.656610038,418673.755038202
,POINT (418657.07098090614 5693780.658774795),camp_pitch,51.409915,-116.170057,5693780.658774795,418657.07098090614
,POINT (418462.745294424 5694429.783442858),camp_pitch,51.415725,-116.173001,5694429.783442858,418462.745294424
,POINT (418434.972910521 5694293.240924422),camp_pitch,51.414493,-116.173369,5694293.240924422,418434.972910521
,POINT (418848.405709764 5693490.625751489),camp_pitch,51.407334,-116.167239,5693490.625751489,418848.405709764
,POINT (418692.99846327497 5693726.936254308),camp_pitch,51.409437,-116.169528,5693726.936254308,418692.99846327497
,POINT (418532.0329317005 5693797.333664416),camp_pitch,51.410047,-116.171859,5693797.333664416,418532.0329317005
,POINT (418720.88805349066 5693622.63936401),camp_pitch,51.408503,-116.169103,5693622.63936401,418720.88805349066
,POINT (418640.74684259953 5693520.400197955),camp_pitch,51.407572,-116.170232,5693520.400197955,418640.74684259953
,POINT (418481.85079273756 5694229.000555906),camp_pitch,51.413922,-116.17268,5694229.000555906,418481.85079273756
,POINT (418453.9638609537 5694502.309292585),camp_pitch,51.416376,-116.173144,5694502.309292585,418453.9638609537
,POINT (418833.87836256705 5693464.838654563),camp_pitch,51.4071,-116.167442,5693464.838654563,418833.87836256705
,POINT (418772.92236583994 5693615.13821288),camp_pitch,51.408443,-116.168353,5693615.13821288,418772.92236583994
,POINT (418570.21273030684 5693732.343952216),camp_pitch,51.409468,-116.171295,5693732.343952216,418570.21273030684
,POINT (418677.47406127723 5693682.263022212),camp_pitch,51.409033,-116.169741,5693682.263022212,418677.47406127723
,POINT (418619.934555641 5693601.901361725),camp_pitch,51.408302,-116.17055,5693601.901361725,418619.934555641
,POINT (418488.0298406052 5694137.16926416),camp_pitch,51.413097,-116.17257,5694137.16926416,418488.0298406052
,POINT (418446.41295032005 5694186.981681566),camp_pitch,51.413539,-116.17318,5694186.981681566,418446.41295032005
,POINT (418771.51743065024 5693544.44367707),camp_pitch,51.407807,-116.168357,5693544.44367707,418771.51743065024
,POINT (418866.28218852426 5693412.285725662),camp_pitch,51.406632,-116.166964,5693412.285725662,418866.28218852426
,POINT (418571.59613562445 5693631.805509006),camp_pitch,51.408564,-116.171252,5693631.805509006,418571.59613562445
,POINT (418637.4625161773 5693737.162760738),camp_pitch,51.409521,-116.170329,5693737.162760738,418637.4625161773
,POINT (418485.64937098266 5694218.710215218),camp_pitch,51.41383,-116.172623,5694218.710215218,418485.64937098266
,POINT (418622.7016806983 5693814.342385763),camp_pitch,51.410213,-116.170559,5693814.342385763,418622.7016806983
,POINT (418883.59647041844 5693447.146128144),camp_pitch,51.406948,-116.166723,5693447.146128144,418883.59647041844
,POINT (418530.1840268634 5693690.397788939),camp_pitch,51.409085,-116.171861,5693690.397788939,418530.1840268634
,POINT (418462.76780404086 5694018.488179825),camp_pitch,51.412026,-116.172906,5694018.488179825,418462.76780404086
,POINT (418489.25902503775 5694105.34902981),camp_pitch,51.412811,-116.172545,5694105.34902981,418489.25902503775
,POINT (418604.87819683354 5693556.109098886),camp_pitch,51.407888,-116.170756,5693556.109098886,418604.87819683354
,POINT (418897.5403248719 5693375.095482876),camp_pitch,51.406302,-116.166506,5693375.095482876,418897.5403248719
,POINT (418424.301134211 5694334.552443608),camp_pitch,51.414863,-116.173532,5694334.552443608,418424.301134211
,POINT (418464.0255549262 5694344.7019361025),camp_pitch,51.41496,-116.172963,5694344.7019361025,418464.0255549262
,POINT (418515.39601727645 5693770.135599584),camp_pitch,51.4098,-116.172092,5693770.135599584,418515.39601727645
,POINT (418609.08244319254 5693653.889490158),camp_pitch,51.408768,-116.170718,5693653.889490158,418609.08244319254
,POINT (418656.5051964567 5693496.909885171),camp_pitch,51.407363,-116.17,5693496.909885171,418656.5051964567
,POINT (418617.7387010109 5693764.830640533),camp_pitch,51.409767,-116.170619,5693764.830640533,418617.7387010109
,POINT (418433.62301003817 5694243.671411377),camp_pitch,51.414047,-116.173377,5694243.671411377,418433.62301003817
,POINT (418875.7281791498 5693459.613468416),camp_pitch,51.407059,-116.166839,5693459.613468416,418875.7281791498
,POINT (418716.92561402655 5693683.746154982),camp_pitch,51.409052,-116.169174,5693683.746154982,418716.92561402655
,POINT (418507.1510132145 5694011.106590609),camp_pitch,51.411966,-116.172266,5694011.106590609,418507.1510132145
,POINT (418654.35673218465 5693549.648313689),camp_pitch,51.407837,-116.170043,5693549.648313689,418654.35673218465
,POINT (418633.0216979154 5693798.72207469),camp_pitch,51.410074,-116.170407,5693798.72207469,418633.0216979154
,POINT (418468.5057618198 5694303.156036299),camp_pitch,51.414587,-116.172889,5694303.156036299,418468.5057618198
,POINT (418458.98207333166 5694459.642841939),camp_pitch,51.415993,-116.173062,5694459.642841939,418458.98207333166
,POINT (418816.7186029006 5693548.838096394),camp_pitch,51.407853,-116.167708,5693548.838096394,418816.7186029006
,POINT (418738.1191275991 5693595.567665214),camp_pitch,51.408262,-116.168849,5693595.567665214,418738.1191275991
,POINT (418520.9908020604 5693824.307192039),camp_pitch,51.410288,-116.172024,5693824.307192039,418520.9908020604
,POINT (418703.61639798223 5693647.154421551),camp_pitch,51.408721,-116.169357,5693647.154421551,418703.61639798223
,POINT (418621.60129059065 5693549.50416571),camp_pitch,51.407831,-116.170514,5693549.50416571,418621.60129059065
,POINT (418476.4546820402 5694256.773426525),camp_pitch,51.414171,-116.172764,5694256.773426525,418476.4546820402
,POINT (418445.0863109962 5694138.857286396),camp_pitch,51.413106,-116.173188,5694138.857286396,418445.0863109962
,POINT (418816.09585862176 5693487.915875509),camp_pitch,51.407305,-116.167703,5693487.915875509,418816.09585862176
,POINT (418797.30256378226 5693513.010692369),camp_pitch,51.407528,-116.167979,5693513.010692369,418797.30256378226
,POINT (418835.5525689351 5693526.300071282),camp_pitch,51.407653,-116.167432,5693526.300071282,418835.5525689351
,POINT (418555.1861185453 5693762.383216287),camp_pitch,51.409736,-116.171518,5693762.383216287,418555.1861185453
,POINT (418669.59959238884 5693694.286092253),camp_pitch,51.40914,-116.169857,5693694.286092253,418669.59959238884
,POINT (418483.6922873935 5694165.9258969445),camp_pitch,51.413355,-116.172639,5694165.9258969445,418483.6922873935
,POINT (418436.7981586581 5694211.819985446),camp_pitch,51.413761,-116.173324,5694211.819985446,418436.7981586581
,POINT (418752.2379208631 5693569.546426543),camp_pitch,51.40803,-116.16864,5693569.546426543,418752.2379208631
,POINT (418850.0607203658 5693437.339382523),camp_pitch,51.406855,-116.167203,5693437.339382523,418850.0607203658
,POINT (418561.0080630076 5693656.770231672),camp_pitch,51.408787,-116.17141,5693656.770231672,418561.0080630076
,POINT (418477.1647295247 5693962.217630164),camp_pitch,51.411522,-116.172686,5693962.217630164,418477.1647295247
,POINT (418498.29392295645 5694061.617693386),camp_pitch,51.412419,-116.172405,5694061.617693386,418498.29392295645
,POINT (418602.2957723039 5693838.463138251),camp_pitch,51.410427,-116.170858,5693838.463138251,418602.2957723039
,POINT (418931.5297944246 5693325.964693359),camp_pitch,51.405865,-116.166006,5693325.964693359,418931.5297944246
,POINT (418562.962537932 5693709.4433598565),camp_pitch,51.409261,-116.171394,5693709.4433598565,418562.962537932
,POINT (418460.1358583921 5694053.888979052),camp_pitch,51.412344,-116.172952,5694053.888979052,418460.1358583921
,POINT (418521.65146552626 5693717.775939026),camp_pitch,51.40933,-116.17199,5693717.775939026,418521.65146552626
,POINT (418589.0099088148 5693577.043968482),camp_pitch,51.408074,-116.170989,5693577.043968482,418589.0099088148
,POINT (418970.92745377537 5693323.892681995),camp_pitch,51.405852,-116.165439,5693323.892681995,418970.92745377537
,POINT (418422.576997058 5694365.824697224),camp_pitch,51.415144,-116.173564,5694365.824697224,418422.576997058
,POINT (418919.7116846579 5693400.538764288),camp_pitch,51.406534,-116.166193,5693400.538764288,418919.7116846579
,POINT (418463.94974131574 5694379.061125808),camp_pitch,51.415269,-116.172972,5694379.061125808,418463.94974131574
,POINT (418504.48032503476 5693800.665243792),camp_pitch,51.410073,-116.172256,5693800.665243792,418504.48032503476
,POINT (418517.769414718 5693875.06167474),camp_pitch,51.410744,-116.172082,5693875.06167474,418517.769414718
,POINT (418690.92417646915 5693518.487418816),camp_pitch,51.407562,-116.16951,5693518.487418816,418690.92417646915
,POINT (418664.60979204334 5693773.755801338),camp_pitch,51.409854,-116.169947,5693773.755801338,418664.60979204334
,POINT (418461.6693063256 5694410.342264293),camp_pitch,51.41555,-116.173012,5694410.342264293,418461.6693063256
,POINT (418431.33376591746 5694274.396747959),camp_pitch,51.414323,-116.173417,5694274.396747959,418431.33376591746
,POINT (418860.0718563794 5693485.214051911),camp_pitch,51.407287,-116.16707,5693485.214051911,418860.0718563794
,POINT (418699.7556437297 5693710.261044744),camp_pitch,51.409288,-116.169427,5693710.261044744,418699.7556437297
,POINT (418547.32898634265 5693792.863868763),camp_pitch,51.410009,-116.171638,5693792.863868763,418547.32898634265
,POINT (418729.83039679984 5693612.156019185),camp_pitch,51.40841,-116.168972,5693612.156019185,418729.83039679984
,POINT (418639.31119855295 5693504.52292626),camp_pitch,51.407429,-116.170249,5693504.52292626,418639.31119855295
,POINT (418467.2109792297 5694330.863282109),camp_pitch,51.414836,-116.172914,5694330.863282109,418467.2109792297
,POINT (418456.7872502663 5694491.9233371075),camp_pitch,51.416283,-116.173101,5694491.9233371075,418456.7872502663
,POINT (418800.60809498857 5693576.447541475),camp_pitch,51.408099,-116.167946,5693576.447541475,418800.60809498857
,POINT (418781.2342498414 5693599.995024065),camp_pitch,51.408308,-116.16823,5693599.995024065,418781.2342498414
,POINT (418515.7292513944 5693856.191880367),camp_pitch,51.410574,-116.172107,5693856.191880367,418515.7292513944
,POINT (418686.40733697865 5693671.223784356),camp_pitch,51.408935,-116.16961,5693671.223784356,418686.40733697865
,POINT (418640.35247633513 5693600.24103673),camp_pitch,51.40829,-116.170256,5693600.24103673,418640.35247633513
,POINT (418485.10411428544 5693954.307241801),camp_pitch,51.411452,-116.17257,5693954.307241801,418485.10411428544
,POINT (418447.50414637267 5694172.620593994),camp_pitch,51.41341,-116.173161,5694172.620593994,418447.50414637267
,POINT (418841.8575294061 5693511.744948778),camp_pitch,51.407523,-116.167338,5693511.744948778,418841.8575294061
,POINT (418780.579173821 5693537.07188311),camp_pitch,51.407742,-116.168225,5693537.07188311,418780.579173821
,POINT (418875.0902512171 5693397.690803373),camp_pitch,51.406502,-116.166834,5693397.690803373,418875.0902512171
,POINT (418570.4974308809 5693610.919229079),camp_pitch,51.408376,-116.171263,5693610.919229079,418570.4974308809
,POINT (418647.4383967146 5693726.106797922),camp_pitch,51.409423,-116.170183,5693726.106797922,418647.4383967146
,POINT (418483.5593681376 5694196.727878095),camp_pitch,51.413632,-116.172648,5694196.727878095,418483.5593681376
,POINT (418593.6278295862 5693800.79680463),camp_pitch,51.410087,-116.170974,5693800.79680463,418593.6278295862
,POINT (418894.06901330344 5693436.638776297),camp_pitch,51.406855,-116.16657,5693436.638776297,418894.06901330344
,POINT (418547.38431772526 5693683.228985501),camp_pitch,51.409023,-116.171612,5693683.228985501,418547.38431772526
,POINT (418469.59140663926 5694006.036797468),camp_pitch,51.411915,-116.172805,5694006.036797468,418469.59140663926
,POINT (418496.70448087965 5694097.00178904),camp_pitch,51.412737,-116.172436,5694097.00178904,418496.70448087965
,POINT (418581.34659341385 5693859.034561577),camp_pitch,51.410609,-116.171164,5693859.034561577,418581.34659341385
,POINT (418902.72443621315 5693360.002342715),camp_pitch,51.406167,-116.166428,5693360.002342715,418902.72443621315
,POINT (418445.9702391334 5694076.798653125),camp_pitch,51.412548,-116.173161,5694076.798653125,418445.9702391334
,POINT (418511.7766196398 5693748.177724095),camp_pitch,51.409602,-116.172139,5693748.177724095,418511.7766196398
,POINT (418607.9909964002 5693633.447854257),camp_pitch,51.408584,-116.170729,5693633.447854257,418607.9909964002
,POINT (418955.04807442136 5693344.270548377),camp_pitch,51.406033,-116.165672,5693344.270548377,418955.04807442136
,POINT (418581.2713257473 5693706.371006718),camp_pitch,51.409236,-116.17113,5693706.371006718,418581.2713257473
,POINT (418415.1994126099 5694395.742020312),camp_pitch,51.415412,-116.173677,5694395.742020312,418415.1994126099
,POINT (418901.80065469333 5693419.948428565),camp_pitch,51.406706,-116.166455,5693419.948428565,418901.80065469333
,POINT (418729.82582207705 5693685.986576933),camp_pitch,51.409074,-116.168989,5693685.986576933,418729.82582207705
,POINT (418496.95887478854 5693826.025847828),camp_pitch,51.4103,-116.17237,5693826.025847828,418496.95887478854
,POINT (418513.5201266253 5694000.6639753925),camp_pitch,51.411873,-116.172172,5694000.6639753925,418513.5201266253
,POINT (418670.64292374474 5693546.163842676),camp_pitch,51.407808,-116.169808,5693546.163842676,418670.64292374474
,POINT (418642.49099355633 5693790.787522224),camp_pitch,51.410004,-116.170269,5693790.787522224,418642.49099355633
,POINT (418473.1938027126 5694287.625475811),camp_pitch,51.414448,-116.172818,5694287.625475811,418473.1938027126
,POINT (418458.52798755595 5694444.30576948),camp_pitch,51.415855,-116.173065,5694444.30576948,418458.52798755595
,POINT (418822.906151574 5693531.282686815),camp_pitch,51.407696,-116.167615,5693531.282686815,418822.906151574
,POINT (418742.83358777646 5693581.593721718),camp_pitch,51.408137,-116.168778,5693581.593721718,418742.83358777646
,POINT (418537.276015835 5693820.822260412),camp_pitch,51.410259,-116.171789,5693820.822260412,418537.276015835
,POINT (418711.63502705324 5693639.799112601),camp_pitch,51.408656,-116.16924,5693639.799112601,418711.63502705324
,POINT (418622.6044870777 5693529.58510292),camp_pitch,51.407652,-116.170495,5693529.58510292,418622.6044870777
,POINT (418484.9176674389 5694246.853200778),camp_pitch,51.414083,-116.17264,5694246.853200778,418484.9176674389
,POINT (418445.1009985995 5694122.40080784),camp_pitch,51.412958,-116.173184,5694122.40080784,418445.1009985995
,POINT (418825.4686750916 5693473.867809913),camp_pitch,51.40718,-116.167565,5693473.867809913,418825.4686750916
,POINT (418748.32301621593 5693651.111349908),camp_pitch,51.408763,-116.168715,5693651.111349908,418748.32301621593
,POINT (418555.1212559697 5693740.924454966),camp_pitch,51.409543,-116.171514,5693740.924454966,418555.1212559697
,POINT (418625.14365388383 5693623.277941275),camp_pitch,51.408495,-116.17048,5693623.277941275,418625.14365388383
,POINT (418487.5604355005 5694155.63444763),camp_pitch,51.413263,-116.172581,5694155.63444763,418487.5604355005
,POINT (418439.60568271176 5694200.4335671235),camp_pitch,51.413659,-116.173281,5694200.4335671235,418439.60568271176
,POINT (418761.6759661069 5693559.611224549),camp_pitch,51.407942,-116.168502,5693559.611224549,418761.6759661069
,POINT (418857.1793906006 5693417.100638644),camp_pitch,51.406674,-116.167096,5693417.100638644,418857.1793906006
,POINT (418559.93951988633 5693637.773710365),camp_pitch,51.408616,-116.171421,5693637.773710365,418559.93951988633
,POINT (418629.13355190144 5693751.194589933),camp_pitch,51.409646,-116.170452,5693751.194589933,418629.13355190144
,POINT (418499.7883342892 5694042.024210424),camp_pitch,51.412243,-116.172379,5694042.024210424,418499.7883342892
,POINT (418614.23057309876 5693823.817702572),camp_pitch,51.410297,-116.170683,5693823.817702572,418614.23057309876
,POINT (418919.5044015724 5693335.051188879),camp_pitch,51.405945,-116.166181,5693335.051188879,418919.5044015724
,POINT (418534.3915240573 5693714.347703256),camp_pitch,51.409301,-116.171806,5693714.347703256,418534.3915240573
,POINT (418462.1720155934 5694033.397282274),camp_pitch,51.41216,-116.172918,5694033.397282274,418462.1720155934
,POINT (418494.4076384192 5694127.282429792),camp_pitch,51.413009,-116.172476,5694127.282429792,418494.4076384192
,POINT (418605.8610216689 5693574.106211823),camp_pitch,51.40805,-116.170746,5693574.106211823,418605.8610216689
,POINT (418978.21526510967 5693309.87808161),camp_pitch,51.405727,-116.165331,5693309.87808161,418978.21526510967
,POINT (418426.3593217815 5694354.533843183),camp_pitch,51.415043,-116.173507,5694354.533843183,418426.3593217815
,POINT (418941.04713553167 5693355.945778035),camp_pitch,51.406136,-116.165876,5693355.945778035,418941.04713553167
,POINT (418460.42118776817 5694362.772552309),camp_pitch,51.415122,-116.173019,5694362.772552309,418460.42118776817
,POINT (418500.74336896895 5693775.707104883),camp_pitch,51.409848,-116.172304,5693775.707104883,418500.74336896895
,POINT (418580.72704775736 5693685.364674554),camp_pitch,51.409047,-116.171133,5693685.364674554,418580.72704775736
,POINT (418689.3535475305 5693498.498257224),camp_pitch,51.407382,-116.169528,5693498.498257224,418689.3535475305
,POINT (418609.88759150886 5693778.298920346),camp_pitch,51.409887,-116.170735,5693778.298920346,418609.88759150886
,POINT (418468.6276780597 5694402.002755391),camp_pitch,51.415476,-116.17291,5694402.002755391,418468.6276780597
,POINT (418433.0593988088 5694260.581447958),camp_pitch,51.414199,-116.173389,5694260.581447958,418433.0593988088
,POINT (418865.6786816721 5693466.111289952),camp_pitch,51.407116,-116.166985,5693466.111289952,418865.6786816721
,POINT (418713.0002017259 5693707.937116349),camp_pitch,51.409269,-116.169236,5693707.937116349,418713.0002017259
,POINT (418506.72240406065 5694032.128499931),camp_pitch,51.412155,-116.172277,5694032.128499931,418506.72240406065
,POINT (418656.98628335894 5693570.621277838),camp_pitch,51.408026,-116.17001,5693570.621277838,418656.98628335894
,POINT (418654.9344289691 5693476.920732593),camp_pitch,51.407183,-116.170018,5693476.920732593,418654.9344289691
,POINT (418477.25109712925 5694323.919945725),camp_pitch,51.414775,-116.172768,5694323.919945725,418477.25109712925
,POINT (418457.23332792835 5694472.013026242),camp_pitch,51.416104,-116.17309,5694472.013026242,418457.23332792835
,POINT (418807.3300184523 5693561.885725725),camp_pitch,51.407969,-116.167846,5693561.885725725,418807.3300184523
,POINT (418791.1182000442 5693587.495397289),camp_pitch,51.408197,-116.168085,5693587.495397289,418791.1182000442
,POINT (418528.82029327576 5693848.643946252),camp_pitch,51.410508,-116.171917,5693848.643946252,418528.82029327576
,POINT (418693.70266087976 5693657.764508068),camp_pitch,51.408815,-116.169502,5693657.764508068,418693.70266087976
,POINT (418637.6909226325 5693577.267166249),camp_pitch,51.408083,-116.170289,5693577.267166249,418637.6909226325
,POINT (418481.6727370968 5694278.705704018),camp_pitch,51.414369,-116.172694,5694278.705704018,418481.6727370968
,POINT (418447.08574027073 5694155.170330569),camp_pitch,51.413253,-116.173163,5694155.170330569,418447.08574027073
,POINT (418806.04472068336 5693494.302655158),camp_pitch,51.407361,-116.167849,5693494.302655158,418806.04472068336
,POINT (418789.2428460965 5693517.809113703),camp_pitch,51.40757,-116.168096,5693517.809113703,418789.2428460965
,POINT (418885.5699545594 5693387.628079191),camp_pitch,51.406413,-116.166681,5693387.628079191,418885.5699545594
,POINT (418541.40338558814 5693765.82807404),camp_pitch,51.409765,-116.171717,5693765.82807404,418541.40338558814
,POINT (418654.1596299206 5693711.544716682),camp_pitch,51.409293,-116.170083,5693711.544716682,418654.1596299206
,POINT (418485.2476807682 5694184.914636183),camp_pitch,51.413526,-116.172621,5694184.914636183,418485.2476807682
,POINT (418441.4176122741 5694231.093232847),camp_pitch,51.413935,-116.173262,5694231.093232847,418441.4176122741
,POINT (418600.6192573604 5693794.458430461),camp_pitch,51.410031,-116.170872,5693794.458430461,418600.6192573604
,POINT (418840.00943899195 5693443.726092445),camp_pitch,51.406911,-116.167349,5693443.726092445,418840.00943899195
,POINT (418544.14126227994 5693658.707692454),camp_pitch,51.408802,-116.171653,5693658.707692454,418544.14126227994
,POINT (418465.424702574 5693984.6436572885),camp_pitch,51.411722,-116.17286,5693984.6436572885,418465.424702574
,POINT (418496.0565228169 5694073.884473265),camp_pitch,51.412529,-116.17244,5694073.884473265,418496.0565228169
,POINT (418592.2136510883 5693842.849462993),camp_pitch,51.410465,-116.171004,5693842.849462993,418592.2136510883
,POINT (418910.584120256 5693346.979245991),camp_pitch,51.406051,-116.166312,5693346.979245991,418910.584120256
,POINT (418461.5382233531 5694067.654193722),camp_pitch,51.412468,-116.172935,5694067.654193722,418461.5382233531
,POINT (418523.84292794997 5693741.758085016),camp_pitch,51.409546,-116.171964,5693741.758085016,418523.84292794997
,POINT (418592.0766504806 5693594.89659758),camp_pitch,51.408235,-116.170949,5693594.89659758,418592.0766504806
,POINT (418964.57238094555 5693335.335095762),camp_pitch,51.405954,-116.165533,5693335.335095762,418964.57238094555
,POINT (461994.3465252975 5668583.20443793),camp_pitch,51.187823,-115.544045,5668583.20443793,461994.3465252975
,POINT (461961.34697154816 5668532.644971891),camp_pitch,51.187366,-115.544512,5668532.644971891,461961.34697154816
,POINT (461780.79432622925 5668387.799178893),camp_pitch,51.186051,-115.547081,5668387.799178893,461780.79432622925
,POINT (461954.21235349495 5668757.81263826),camp_pitch,51.189391,-115.544638,5668757.81263826,461954.21235349495
,POINT (462070.2021199837 5668524.614285723),camp_pitch,51.187301,-115.542953,5668524.614285723,462070.2021199837
,POINT (461936.65995258733 5668482.024121075),camp_pitch,51.186909,-115.54486,5668482.024121075,461936.65995258733
,POINT (462184.1378841909 5668665.735584586),camp_pitch,51.188578,-115.541337,5668665.735584586,462184.1378841909
,POINT (462071.78103033017 5668511.373666979),camp_pitch,51.187182,-115.542929,5668511.373666979,462071.78103033017
,POINT (461980.4557875508 5668509.269462687),camp_pitch,51.187157,-115.544236,5668509.269462687,461980.4557875508
,POINT (461936.36765516206 5668546.281278066),camp_pitch,51.187487,-115.544871,5668546.281278066,461936.36765516206
,POINT (461967.6423461307 5668599.74371904),camp_pitch,51.18797,-115.544429,5668599.74371904,461967.6423461307
,POINT (461889.82193960424 5668487.373879807),camp_pitch,51.186954,-115.545531,5668487.373879807,461889.82193960424
,POINT (462159.53506023774 5668550.302310215),camp_pitch,51.187538,-115.541677,5668550.302310215,462159.53506023774
,POINT (462024.23388739437 5668468.0359557755),camp_pitch,51.186789,-115.543605,5668468.0359557755,462024.23388739437
,POINT (461918.63944827113 5668548.524839353),camp_pitch,51.187506,-115.545125,5668548.524839353,461918.63944827113
,POINT (461961.10569777794 5668811.34449176),camp_pitch,51.189873,-115.544545,5668811.34449176,461961.10569777794
,POINT (461836.2326709869 5668364.4865356805),camp_pitch,51.185845,-115.546285,5668364.4865356805,461836.2326709869
,POINT (462122.65606264427 5668589.260439137),camp_pitch,51.187886,-115.542209,5668589.260439137,462122.65606264427
,POINT (461993.8272721439 5668475.264359255),camp_pitch,51.186852,-115.544041,5668475.264359255,461993.8272721439
,POINT (461929.5213044187 5668574.568630194),camp_pitch,51.187741,-115.544972,5668574.568630194,461929.5213044187
,POINT (461766.9366403665 5668422.030807014),camp_pitch,51.186358,-115.547283,5668422.030807014,461766.9366403665
,POINT (462036.4301098327 5668615.243121508),camp_pitch,51.188114,-115.543446,5668615.243121508,462036.4301098327
,POINT (461864.7266479312 5668419.525378083),camp_pitch,51.186342,-115.545883,5668419.525378083,461864.7266479312
,POINT (462181.83791966346 5668571.593446476),camp_pitch,51.187731,-115.54136,5668571.593446476,462181.83791966346
,POINT (461946.35609368305 5668678.05231993),camp_pitch,51.188673,-115.544742,5668678.05231993,461946.35609368305
,POINT (462159.8543092387 5668631.563570863),camp_pitch,51.188269,-115.541681,5668631.563570863,462159.8543092387
,POINT (462029.344164249 5668819.066073666),camp_pitch,51.189947,-115.543569,5668819.066073666,462029.344164249
,POINT (461820.8457338599 5668437.41577438),camp_pitch,51.1865,-115.546513,5668437.41577438,461820.8457338599
,POINT (461899.4620139259 5668402.481346287),camp_pitch,51.186191,-115.545384,5668402.481346287,461899.4620139259
,POINT (461926.7462036094 5668756.23743832),camp_pitch,51.189375,-115.545031,5668756.23743832,461926.7462036094
,POINT (462187.265160388 5668606.571329447),camp_pitch,51.188046,-115.541286,5668606.571329447,462187.265160388
,POINT (461871.4788933965 5668764.429087637),camp_pitch,51.189445,-115.545823,5668764.429087637,461871.4788933965
,POINT (436426.2187043676 5677787.869880285),camp_pitch,51.268342,-115.911643,5677787.869880285,436426.2187043676
,POINT (436486.5319068425 5677837.152238737),camp_pitch,51.268792,-115.910787,5677837.152238737,436486.5319068425
,POINT (436646.83262160304 5677640.416403108),camp_pitch,51.2670403,-115.9084537,5677640.416403108,436646.83262160304
,POINT (436416.40588945744 5677851.363411585),camp_pitch,51.268912,-115.911795,5677851.363411585,436416.40588945744
,POINT (436491.94552048086 5677733.800297609),camp_pitch,51.267863,-115.910691,5677733.800297609,436491.94552048086
,POINT (436459.7241849645 5677750.765362052),camp_pitch,51.268012,-115.911156,5677750.765362052,436459.7241849645
,POINT (436438.9063400567 5677776.149908252),camp_pitch,51.268238,-115.911459,5677776.149908252,436438.9063400567
,POINT (436476.35671088396 5677854.622228778),camp_pitch,51.268948,-115.910936,5677854.622228778,436476.35671088396
,POINT (436498.0924323315 5677807.657821622),camp_pitch,51.268528,-115.910616,5677807.657821622,436498.0924323315
,POINT (436558.7089242102 5677757.654863468),camp_pitch,51.268085,-115.909738,5677757.654863468,436558.7089242102
,POINT (436414.9691361465 5677842.375778677),camp_pitch,51.268831,-115.911814,5677842.375778677,436414.9691361465
,POINT (436512.63922462356 5677720.869504897),camp_pitch,51.267749,-115.910392,5677720.869504897,436512.63922462356
,POINT (436405.222401843 5677793.244645929),camp_pitch,51.268388,-115.911945,5677793.244645929,436405.222401843
,POINT (436442.8665603867 5677864.821254977),camp_pitch,51.269036,-115.911418,5677864.821254977,436442.8665603867
,POINT (436551.0217264533 5677773.315036221),camp_pitch,51.268225,-115.909851,5677773.315036221,436551.0217264533
,POINT (436542.12830999226 5677697.267907891),camp_pitch,51.26754,-115.909965,5677697.267907891,436542.12830999226
,POINT (436413.56345948647 5677830.274761223),camp_pitch,51.268722,-115.911832,5677830.274761223,436413.56345948647
,POINT (436527.73627554206 5677706.56280193),camp_pitch,51.267622,-115.910173,5677706.56280193,436527.73627554206
,POINT (436413.48147588153 5677784.359040259),camp_pitch,51.268309,-115.911825,5677784.359040259,436413.48147588153
,POINT (436424.489277607 5677884.505493488),camp_pitch,51.269211,-115.911685,5677884.505493488,436424.489277607
,POINT (436574.6371465542 5677693.32993044),camp_pitch,51.2675082,-115.9094982,5677693.32993044,436574.6371465542
,POINT (436413.7483197205 5677878.857494105),camp_pitch,51.269159,-115.911838,5677878.857494105,436413.7483197205
,POINT (436499.09492493316 5677742.272434633),camp_pitch,51.26794,-115.91059,5677742.272434633,436499.09492493316
,POINT (436464.3734317383 5677765.716809849),camp_pitch,51.268147,-115.911092,5677765.716809849,436464.3734317383
,POINT (436424.2572716004 5677770.328008476),camp_pitch,51.268184,-115.911668,5677770.328008476,436424.2572716004
,POINT (436479.7261716991 5677845.130281037),camp_pitch,51.268863,-115.910886,5677845.130281037,436479.7261716991
,POINT (436538.59348296776 5677783.475014684),camp_pitch,51.268315,-115.910031,5677783.475014684,436538.59348296776
,POINT (436564.68121414713 5677738.6805796595),camp_pitch,51.267915,-115.909649,5677738.6805796595,436564.68121414713
,POINT (436403.9104283708 5677867.305844397),camp_pitch,51.269054,-115.911977,5677867.305844397,436403.9104283708
,POINT (436511.39061564574 5677732.669896232),camp_pitch,51.267855,-115.910412,5677732.669896232,436511.39061564574
,POINT (436481.20866480906 5677756.613801623),camp_pitch,51.268067,-115.910849,5677756.613801623,436481.20866480906
,POINT (436455.87209028186 5677873.109514776),camp_pitch,51.269112,-115.911233,5677873.109514776,436455.87209028186
,POINT (436468.17703556234 5677864.28499936),camp_pitch,51.269034,-115.911055,5677864.28499936,436468.17703556234
,POINT (463121.00998100603 5669558.158361017),camp_pitch,51.196667,-115.528018,5669558.158361017,463121.00998100603
,POINT (463011.1729864187 5669330.054249811),camp_pitch,51.194608,-115.529567,5669330.054249811,463011.1729864187
