name,geometry,tourism,Latitude,Longitude,Lat,Lon
,POINT (461927.7021110938 5668762.678089334),camp_pitch,51.189433,-115.545018,5668762.678089334,461927.7021110938
,POINT (462066.60817584174 5668624.469472562),camp_pitch,51.188199,-115.543015,5668624.469472562,462066.60817584174
,POINT (461885.74580084893 5668738.309936833),camp_pitch,51.189211,-115.545616,5668738.309936833,461885.74580084893
,POINT (462197.5626471518 5668638.845352434),camp_pitch,51.188337,-115.541142,5668638.845352434,462197.5626471518
,POINT (462017.01063423225 5668558.802253354),camp_pitch,51.187605,-115.543718,5668558.802253354,462017.01063423225
,POINT (461932.87175512855 5668423.355590556),camp_pitch,51.186381,-115.544908,5668423.355590556,461932.87175512855
,POINT (461816.2332676735 5668352.62899518),camp_pitch,51.185737,-115.54657,5668352.62899518,461816.2332676735
,POINT (462238.13855477364 5668599.082382826),camp_pitch,51.187982,-115.540557,5668599.082382826,462238.13855477364
,POINT (461852.5644330982 5668757.3435943285),camp_pitch,51.18938,-115.546093,5668757.3435943285,461852.5644330982
,POINT (462053.11077098205 5668518.515096832),camp_pitch,51.187245,-115.543197,5668518.515096832,462053.11077098205
,POINT (461898.5423853015 5668438.617701938),camp_pitch,51.186516,-115.545401,5668438.617701938,461898.5423853015
,POINT (462088.43113361887 5668646.986612047),camp_pitch,51.188403,-115.542705,5668646.986612047,462088.43113361887
,POINT (462104.5170293201 5668535.811347194),camp_pitch,51.187404,-115.542463,5668535.811347194,462104.5170293201
,POINT (461991.1557403256 5668529.645167249),camp_pitch,51.187341,-115.544085,5668529.645167249,461991.1557403256
,POINT (461942.2327756262 5668517.556534755),camp_pitch,51.187229,-115.544784,5668517.556534755,461942.2327756262
,POINT (461963.48164696456 5668754.853635162),camp_pitch,51.189365,-115.544505,5668754.853635162,461963.48164696456
,POINT (462056.9371360091 5668554.171689076),camp_pitch,51.187566,-115.543146,5668554.171689076,462056.9371360091
,POINT (461932.4644858134 5668490.948628525),camp_pitch,51.186989,-115.544921,5668490.948628525,461932.4644858134
,POINT (462178.08305353165 5668649.883173506),camp_pitch,51.188435,-115.541422,5668649.883173506,462178.08305353165
,POINT (462061.8009608229 5668541.129142809),camp_pitch,51.187449,-115.543075,5668541.129142809,462061.8009608229
,POINT (462011.28133356216 5668502.037878163),camp_pitch,51.187094,-115.543794,5668502.037878163,462011.28133356216
,POINT (461957.008749307 5668560.0243723495),camp_pitch,51.187612,-115.544577,5668560.0243723495,461957.008749307
,POINT (461993.4507808817 5668594.3278439),camp_pitch,51.187923,-115.544059,5668594.3278439,461993.4507808817
,POINT (461873.32927037653 5668477.2688009245),camp_pitch,51.186862,-115.545766,5668477.2688009245,461873.32927037653
,POINT (462135.0912315918 5668560.821002043),camp_pitch,51.187631,-115.542028,5668560.821002043,462135.0912315918
,POINT (462013.9663277299 5668487.232712608),camp_pitch,51.186961,-115.543754,5668487.232712608,462013.9663277299
,POINT (461897.9258728127 5668534.448930844),camp_pitch,51.187378,-115.54542,5668534.448930844,461897.9258728127
,POINT (461951.84953882656 5668806.632822242),camp_pitch,51.18983,-115.544677,5668806.632822242,461951.84953882656
,POINT (461848.6514067789 5668390.407579336),camp_pitch,51.186079,-115.54611,5668390.407579336,461848.6514067789
,POINT (462168.4976512561 5668600.484112986),camp_pitch,51.18799,-115.541554,5668600.484112986,462168.4976512561
,POINT (461970.67780464015 5668481.32754573),camp_pitch,51.186905,-115.544373,5668481.32754573,461970.67780464015
,POINT (461954.3140794429 5668573.495630964),camp_pitch,51.187733,-115.544617,5668573.495630964,461954.3140794429
,POINT (462030.7560833657 5668632.071388355),camp_pitch,51.188265,-115.543529,5668632.071388355,462030.7560833657
,POINT (461857.7536915673 5668440.143184107),camp_pitch,51.186527,-115.545985,5668440.143184107,461857.7536915673
,POINT (461845.4310729843 5668408.329511047),camp_pitch,51.18624,-115.546158,5668408.329511047,461845.4310729843
,POINT (462203.19023810036 5668577.6616936745),camp_pitch,51.187787,-115.541055,5668577.6616936745,462203.19023810036
,POINT (461979.5441659222 5668669.24667547),camp_pitch,51.188596,-115.544266,5668669.24667547,461979.5441659222
,POINT (462180.0016563555 5668635.306074416),camp_pitch,51.188304,-115.541393,5668635.306074416,462180.0016563555
,POINT (461813.06072910293 5668452.147783834),camp_pitch,51.186632,-115.546626,5668452.147783834,461813.06072910293
,POINT (462031.8013836058 5668811.266164208),camp_pitch,51.189877,-115.543533,5668811.266164208,462031.8013836058
,POINT (461908.00510389835 5668423.984556509),camp_pitch,51.186385,-115.545264,5668423.984556509,461908.00510389835
,POINT (462198.40658472385 5668592.148696007),camp_pitch,51.187917,-115.541125,5668592.148696007,462198.40658472385
,POINT (461934.52958183596 5668750.732534965),camp_pitch,51.189326,-115.544919,5668750.732534965,461934.52958183596
,POINT (461899.11888454354 5668751.773215842),camp_pitch,51.189333,-115.545426,5668751.773215842,461899.11888454354
,POINT (462066.5065152801 5668487.733875854),camp_pitch,51.186969,-115.543002,5668487.733875854,462066.5065152801
,POINT (461916.74891344516 5668726.963227423),camp_pitch,51.189111,-115.545171,5668726.963227423,461916.74891344516
,POINT (462199.1400831819 5668653.841388796),camp_pitch,51.188472,-115.541121,5668653.841388796,462199.1400831819
,POINT (462024.14022380684 5668578.203910881),camp_pitch,51.18778,-115.543618,5668578.203910881,462024.14022380684
,POINT (462009.47433296766 5668588.317438399),camp_pitch,51.18787,-115.543829,5668588.317438399,462009.47433296766
,POINT (461819.38095241634 5668390.736168932),camp_pitch,51.18608,-115.546529,5668390.736168932,461819.38095241634
,POINT (462099.0038887018 5668602.88616873),camp_pitch,51.188007,-115.542549,5668602.88616873,462099.0038887018
,POINT (461980.379221127 5668763.177306635),camp_pitch,51.189441,-115.544264,5668763.177306635,461980.379221127
,POINT (462077.6542014066 5668578.253302533),camp_pitch,51.187784,-115.542852,5668578.253302533,462077.6542014066
,POINT (462122.0101897886 5668539.573220268),camp_pitch,51.187439,-115.542213,5668539.573220268,462122.0101897886
,POINT (464930.8733111667 5672769.65437306),camp_pitch,51.22567,-115.502421,5672769.65437306,464930.8733111667
,POINT (465151.703219885 5672548.364903003),camp_pitch,51.223693,-115.499236,5672548.364903003,465151.703219885
,POINT (464872.969742632 5672785.171205522),camp_pitch,51.225806,-115.503252,5672785.171205522,464872.969742632
,POINT (465107.14682749 5672442.836168058),camp_pitch,51.222741,-115.499864,5672442.836168058,465107.14682749
,POINT (464933.7920280949 5672757.517030491),camp_pitch,51.225561,-115.502378,5672757.517030491,464933.7920280949
,POINT (465154.1997835532 5672350.691464979),camp_pitch,51.221915,-115.499181,5672350.691464979,465154.1997835532
,POINT (465108.99184256315 5672683.2797695175),camp_pitch,51.224904,-115.499861,5672683.2797695175,465108.99184256315
,POINT (465133.00583817 5672683.449874041),camp_pitch,51.224907,-115.499517,5672683.449874041,465133.00583817
,POINT (464939.1780826993 5672667.211729193),camp_pitch,51.224749,-115.502292,5672667.211729193,464939.1780826993
,POINT (464894.75296783895 5672816.2595686335),camp_pitch,51.226087,-115.502943,5672816.2595686335,464894.75296783895
,POINT (464929.1633218318 5672785.007283462),camp_pitch,51.225808,-115.502447,5672785.007283462,464929.1633218318
,POINT (465170.2743682152 5672579.588031429),camp_pitch,51.223975,-115.498973,5672579.588031429,465170.2743682152
,POINT (464885.14155581704 5672758.296036907),camp_pitch,51.225565,-115.503075,5672758.296036907,464885.14155581704
,POINT (465111.3744154629 5672417.79462314),camp_pitch,51.222516,-115.499801,5672417.79462314,465111.3744154629
,POINT (465164.2593197956 5672310.602674359),camp_pitch,51.221555,-115.499033,5672310.602674359,465164.2593197956
,POINT (465077.2731318685 5672658.928242539),camp_pitch,51.224683,-115.500313,5672658.928242539,465077.2731318685
,POINT (464858.89309332566 5672737.799396505),camp_pitch,51.225379,-115.503449,5672737.799396505,464858.89309332566
,POINT (465151.2803666386 5672701.890644246),camp_pitch,51.225074,-115.499257,5672701.890644246,465151.2803666386
,POINT (464929.4344554392 5672630.704408977),camp_pitch,51.22442,-115.502428,5672630.704408977,464929.4344554392
,POINT (464873.7561292719 5672859.203583308),camp_pitch,51.226472,-115.503248,5672859.203583308,464873.7561292719
,POINT (464927.67796058697 5672802.582009146),camp_pitch,51.225966,-115.50247,5672802.582009146,464927.67796058697
,POINT (465156.2761161825 5672594.690827111),camp_pitch,51.22411,-115.499175,5672594.690827111,465156.2761161825
,POINT (464922.3593507366 5672708.792866463),camp_pitch,51.225122,-115.502537,5672708.792866463,464922.3593507366
,POINT (465114.96774962224 5672391.868056195),camp_pitch,51.222283,-115.499747,5672391.868056195,465114.96774962224
,POINT (464911.87855874473 5672697.192254964),camp_pitch,51.225017,-115.502686,5672697.192254964,464911.87855874473
,POINT (465112.15086221346 5672726.94726065),camp_pitch,51.225297,-115.49982,5672726.94726065,465112.15086221346
,POINT (464881.5110819823 5672697.067526263),camp_pitch,51.225014,-115.503121,5672697.067526263,464881.5110819823
,POINT (464988.2141203042 5672640.9731237525),camp_pitch,51.224516,-115.501587,5672640.9731237525,464988.2141203042
,POINT (465147.03282835265 5672610.984177288),camp_pitch,51.224256,-115.499309,5672610.984177288,465147.03282835265
,POINT (464885.54469901865 5672735.615024646),camp_pitch,51.225361,-115.503067,5672735.615024646,464885.54469901865
,POINT (464850.2455555103 5672810.34034205),camp_pitch,51.226031,-115.50358,5672810.34034205,464850.2455555103
,POINT (465144.0545791556 5672645.244140731),camp_pitch,51.224564,-115.499355,5672645.244140731,465144.0545791556
,POINT (464876.1583735355 5672802.269119565),camp_pitch,51.22596,-115.503208,5672802.269119565,464876.1583735355
,POINT (465125.63040442765 5672481.619148089),camp_pitch,51.223091,-115.499603,5672481.619148089,465125.63040442765
,POINT (464911.48704631405 5672741.995589458),camp_pitch,51.22542,-115.502696,5672741.995589458,464911.48704631405
,POINT (465120.0376277912 5672367.487796757),camp_pitch,51.222064,-115.499672,5672367.487796757,465120.0376277912
,POINT (465121.10231543425 5672626.724053807),camp_pitch,51.224396,-115.499682,5672626.724053807,465121.10231543425
,POINT (465119.2667787917 5672695.549480324),camp_pitch,51.225015,-115.499715,5672695.549480324,465119.2667787917
,POINT (464934.3395648791 5672735.502032675),camp_pitch,51.225363,-115.502368,5672735.502032675,464934.3395648791
,POINT (465143.48770126543 5672674.818658228),camp_pitch,51.22483,-115.499366,5672674.818658228,465143.48770126543
,POINT (464894.8485746812 5672667.07164818),camp_pitch,51.224745,-115.502927,5672667.07164818,464894.8485746812
,POINT (464966.2376485912 5672683.812343389),camp_pitch,51.2249,-115.501906,5672683.812343389,464966.2376485912
,POINT (464922.446203978 5672680.666797158),camp_pitch,51.224869,-115.502533,5672680.666797158,464922.446203978
,POINT (464918.0280707416 5672830.773769015),camp_pitch,51.226219,-115.502611,5672830.773769015,464918.0280707416
,POINT (464913.4403905436 5672762.214716773),camp_pitch,51.225602,-115.50267,5672762.214716773,464913.4403905436
,POINT (465168.302479488 5672556.478509971),camp_pitch,51.223767,-115.498999,5672556.478509971,465168.302479488
,POINT (464846.3267932712 5672788.57842335),camp_pitch,51.225835,-115.503634,5672788.57842335,464846.3267932712
,POINT (465129.5372662268 5672450.465566121),camp_pitch,51.222811,-115.499544,5672450.465566121,465129.5372662268
,POINT (465131.9133391854 5672327.608917745),camp_pitch,51.221706,-115.499498,5672327.608917745,465131.9133391854
,POINT (465090.7514579425 5672669.952864215),camp_pitch,51.224783,-115.500121,5672669.952864215,465090.7514579425
,POINT (465160.2989926334 5672683.375466726),camp_pitch,51.224908,-115.499126,5672683.375466726,465160.2989926334
,POINT (464916.4948039992 5672647.468487112),camp_pitch,51.22457,-115.502615,5672647.468487112,464916.4948039992
,POINT (464896.65751967276 5672859.935445776),camp_pitch,51.22648,-115.50292,5672859.935445776,464896.65751967276
,POINT (464907.7803541848 5672771.591712202),camp_pitch,51.225686,-115.502752,5672771.591712202,464907.7803541848
,POINT (465152.4119341162 5672570.482494472),camp_pitch,51.223892,-115.499228,5672570.482494472,465152.4119341162
,POINT (464848.61872961954 5672756.323975161),camp_pitch,51.225545,-115.503598,5672756.323975161,464848.61872961954
,POINT (465134.3927393089 5672415.081158454),camp_pitch,51.222493,-115.499471,5672415.081158454,465134.3927393089
,POINT (465139.206912863 5672291.429765851),camp_pitch,51.221381,-115.49939,5672291.429765851,465139.206912863
,POINT (465061.91349479073 5672668.92726834),camp_pitch,51.224772,-115.500534,5672668.92726834,465061.91349479073
,POINT (465147.0167538066 5672690.8028409565),camp_pitch,51.224974,-115.499317,5672690.8028409565,465147.0167538066
,POINT (464867.8435301839 5672719.617449785),camp_pitch,51.225216,-115.503319,5672719.617449785,464867.8435301839
,POINT (464939.0774506893 5672621.855919717),camp_pitch,51.224341,-115.502289,5672621.855919717,464939.0774506893
,POINT (464852.07704883657 5672833.117142099),camp_pitch,51.226236,-115.503556,5672833.117142099,464852.07704883657
,POINT (465138.18621046894 5672634.278425204),camp_pitch,51.224465,-115.499438,5672634.278425204,465138.18621046894
,POINT (464898.3321111649 5672788.442999507),camp_pitch,51.225837,-115.502889,5672788.442999507,464898.3321111649
,POINT (465094.0105879563 5672471.829349569),camp_pitch,51.223001,-115.500055,5672471.829349569,465094.0105879563
,POINT (464951.34290080203 5672720.933468123),camp_pitch,51.225233,-115.502123,5672720.933468123,464951.34290080203
,POINT (465143.2725293335 5672386.339464973),camp_pitch,51.222235,-115.499341,5672386.339464973,465143.2725293335
,POINT (465152.54809411557 5672631.623910114),camp_pitch,51.224442,-115.499232,5672631.623910114,465152.54809411557
,POINT (464913.7986191375 5672722.747666363),camp_pitch,51.225247,-115.502661,5672722.747666363,464913.7986191375
,POINT (465156.77559178753 5672657.941965247),camp_pitch,51.224679,-115.499174,5672657.941965247,465156.77559178753
,POINT (464975.51408345444 5672662.182128257),camp_pitch,51.224706,-115.501771,5672662.182128257,464975.51408345444
,POINT (464886.327196417 5672676.579513171),camp_pitch,51.22483,-115.50305,5672676.579513171,464886.327196417
,POINT (464302.15259823157 5673204.001815858),camp_pitch,51.229538,-115.511471,5673204.001815858,464302.15259823157
,POINT (464385.06545403105 5673474.1186609315),camp_pitch,51.231973,-115.51031,5673474.1186609315,464385.06545403105
,POINT (464519.8446282886 5673515.316430302),camp_pitch,51.232352,-115.508383,5673515.316430302,464519.8446282886
,POINT (464781.48884700064 5673220.267456716),camp_pitch,51.2297142,-115.5046053,5673220.267456716,464781.48884700064
,POINT (464446.14496728755 5673274.2595856385),camp_pitch,51.230179,-115.509415,5673274.2595856385,464446.14496728755
,POINT (464919.85185147455 5673189.166558142),camp_pitch,51.229443,-115.50262,5673189.166558142,464919.85185147455
,POINT (464387.5164521554 5673224.1964149065),camp_pitch,51.229725,-115.51025,5673224.1964149065,464387.5164521554
,POINT (464381.19524791325 5673379.208241326),camp_pitch,51.231119,-115.510356,5673379.208241326,464381.19524791325
,POINT (464581.20242254203 5673555.644877884),camp_pitch,51.2327186,-115.5075079,5673555.644877884,464581.20242254203
,POINT (464754.47714700544 5673287.454644184),camp_pitch,51.2303169,-115.5049989,5673287.454644184,464754.47714700544
,POINT (464444.64267664467 5673319.292951421),camp_pitch,51.230584,-115.509441,5673319.292951421,464444.64267664467
,POINT (464159.93532763736 5673038.79825773),camp_pitch,51.228043,-115.513492,5673038.79825773,464159.93532763736
,POINT (464445.52110600064 5673425.785590078),camp_pitch,51.231542,-115.509439,5673425.785590078,464445.52110600064
,POINT (464557.20219537104 5673547.962871017),camp_pitch,51.232648,-115.507851,5673547.962871017,464557.20219537104
,POINT (464422.54938717664 5673384.257074776),camp_pitch,51.231167,-115.509764,5673384.257074776,464422.54938717664
,POINT (464500.8205325753 5673308.009124951),camp_pitch,51.230486,-115.508635,5673308.009124951,464500.8205325753
,POINT (464591.33577044297 5673326.168747374),camp_pitch,51.230655,-115.50734,5673326.168747374,464591.33577044297
,POINT (464009.1169559551 5673290.2050646255),camp_pitch,51.230295,-115.515678,5673290.2050646255,464009.1169559551
,POINT (464252.81955499673 5673075.946780456),camp_pitch,51.228383,-115.512165,5673075.946780456,464252.81955499673
,POINT (464634.64691699564 5673552.828953605),camp_pitch,51.2326966,-115.5067419,5673552.828953605,464634.64691699564
,POINT (464464.61842608266 5673482.348716607),camp_pitch,51.232052,-115.509171,5673482.348716607,464464.61842608266
,POINT (464307.8427928839 5672988.7413494745),camp_pitch,51.227602,-115.511368,5672988.7413494745,464307.8427928839
,POINT (464731.65896188637 5673328.966583869),camp_pitch,51.2306889,-115.5053299,5673328.966583869,464731.65896188637
,POINT (464027.7991834582 5673217.258917903),camp_pitch,51.22964,-115.515403,5673217.258917903,464027.7991834582
,POINT (464287.0552978289 5673100.832082789),camp_pitch,51.228609,-115.511677,5673100.832082789,464287.0552978289
,POINT (464610.1429999815 5673602.579490079),camp_pitch,51.2331426,-115.5070979,5673602.579490079,464610.1429999815
,POINT (464820.58881614945 5673399.934375292),camp_pitch,51.2313328,-115.5040628,5673399.934375292,464820.58881614945
,POINT (464318.0862452932 5673076.492584992),camp_pitch,51.228392,-115.51123,5673076.492584992,464318.0862452932
,POINT (464143.07654856204 5673279.9614495495),camp_pitch,51.2302113,-115.5137577,5673279.9614495495,464143.07654856204
,POINT (464040.01531725586 5673346.795022548),camp_pitch,51.230806,-115.515241,5673346.795022548,464040.01531725586
,POINT (464615.62071196834 5673040.277044903),camp_pitch,51.2280848,-115.5069638,5673040.277044903,464615.62071196834
,POINT (464226.0498413016 5672930.726026778),camp_pitch,51.227075,-115.512534,5672930.726026778,464226.0498413016
,POINT (464842.97603078786 5673440.045276439),camp_pitch,51.231695,-115.503746,5673440.045276439,464842.97603078786
,POINT (464148.3942694315 5673331.7284926055),camp_pitch,51.2306773,-115.5136867,5673331.7284926055,464148.3942694315
,POINT (464046.4499214699 5673259.149544608),camp_pitch,51.230018,-115.51514,5673259.149544608,464046.4499214699
,POINT (464577.5198757081 5673035.938812881),camp_pitch,51.2280434,-115.5075092,5673035.938812881,464577.5198757081
,POINT (464669.04995095154 5673661.201918762),camp_pitch,51.2336736,-115.5062597,5673661.201918762,464669.04995095154
,POINT (464309.84578771045 5672945.594311156),camp_pitch,51.227214,-115.511335,5672945.594311156,464309.84578771045
,POINT (464516.6707198506 5673439.966658522),camp_pitch,51.231674,-115.508421,5673439.966658522,464516.6707198506
,POINT (464182.7304275566 5673374.143558798),camp_pitch,51.231061,-115.513199,5673374.143558798,464182.7304275566
,POINT (464090.5452549991 5673266.733362391),camp_pitch,51.230089,-115.514509,5673266.733362391,464090.5452549991
,POINT (464588.05199832754 5673133.7600961095),camp_pitch,51.228924,-115.507368,5673133.7600961095,464588.05199832754
,POINT (464723.8534157228 5673632.920114778),camp_pitch,51.2334226,-115.5054717,5673632.920114778,464723.8534157228
,POINT (464236.44517263724 5672949.99669602),camp_pitch,51.227249,-115.512387,5672949.99669602,464236.44517263724
,POINT (465005.9477595471 5673255.054407827),camp_pitch,51.230041,-115.501393,5673255.054407827,465005.9477595471
,POINT (464284.9004275743 5673359.523505321),camp_pitch,51.2309359,-115.5117337,5673359.523505321,464284.9004275743
,POINT (464633.4496610559 5673238.72144262),camp_pitch,51.229871,-115.506728,5673238.72144262,464633.4496610559
,POINT (464740.6846941391 5673730.798414702),camp_pitch,51.2343041,-115.5052402,5673730.798414702,464740.6846941391
,POINT (463912.74315647426 5672955.37767299),camp_pitch,51.227277,-115.517025,5672955.37767299,463912.74315647426
,POINT (464959.5199497698 5673192.229301016),camp_pitch,51.229473,-115.502052,5673192.229301016,464959.5199497698
,POINT (464090.2538221333 5673424.3715286525),camp_pitch,51.231507,-115.514529,5673424.3715286525,464090.2538221333
,POINT (464635.83813092054 5673180.230646604),camp_pitch,51.229345,-115.506688,5673180.230646604,464635.83813092054
,POINT (464201.48077130364 5673030.837393159),camp_pitch,51.227974,-115.512896,5673030.837393159,464201.48077130364
,POINT (464978.5518735539 5673301.154547876),camp_pitch,51.230454,-115.50179,5673301.154547876,464978.5518735539
,POINT (464753.8549656223 5673622.285511848),camp_pitch,51.2333288,-115.5050408,5673622.285511848,464753.8549656223
,POINT (463993.4565049969 5673028.181048361),camp_pitch,51.227937,-115.515876,5673028.181048361,463993.4565049969
,POINT (464268.2159065296 5673432.132354008),camp_pitch,51.231588,-115.51198,5673432.132354008,464268.2159065296
,POINT (464087.9910612303 5673176.138294155),camp_pitch,51.2292739,-115.5145365,5673176.138294155,464087.9910612303
,POINT (464608.7029510157 5673223.218187337),camp_pitch,51.22973,-115.507081,5673223.218187337,464608.7029510157
,POINT (464185.7990512513 5673114.100467939),camp_pitch,51.228722,-115.513129,5673114.100467939,464185.7990512513
,POINT (464950.19456252095 5673349.484782306),camp_pitch,51.230887,-115.502201,5673349.484782306,464950.19456252095
,POINT (464808.35961894976 5673570.661371877),camp_pitch,51.2328678,-115.5042548,5673570.661371877,464808.35961894976
,POINT (463967.67422884336 5672984.7843718175),camp_pitch,51.227545,-115.516241,5672984.7843718175,463967.67422884336
,POINT (464299.6288350451 5673299.612601944),camp_pitch,51.2303979,-115.5115167,5673299.612601944,464299.6288350451
,POINT (464121.34315687127 5673368.903342181),camp_pitch,51.23101,-115.514078,5673368.903342181,464121.34315687127
,POINT (464365.275688437 5673107.291312782),camp_pitch,51.228672,-115.510557,5673107.291312782,464365.275688437
,POINT (464193.3884851049 5673221.324428591),camp_pitch,51.229687,-115.513031,5673221.324428591,464193.3884851049
,POINT (464901.47807005054 5673360.157905006),camp_pitch,51.23098,-115.5029,5673360.157905006,464901.47807005054
,POINT (464769.29491354554 5673730.04522734),camp_pitch,51.2342991,-115.5048302,5673730.04522734,464769.29491354554
,POINT (464017.8769410498 5673116.276909999),camp_pitch,51.228731,-115.515535,5673116.276909999,464017.8769410498
,POINT (464389.9809985306 5673448.293571033),camp_pitch,51.231741,-115.510237,5673448.293571033,464389.9809985306
,POINT (464773.1327834657 5673689.3313148245),camp_pitch,51.2339331,-115.5047712,5673689.3313148245,464773.1327834657
,POINT (464102.49466834526 5673154.136630753),camp_pitch,51.2290769,-115.5143265,5673154.136630753,464102.49466834526
,POINT (464560.82162704936 5673263.904065526),camp_pitch,51.230093,-115.507771,5673263.904065526,464560.82162704936
,POINT (464196.8280199212 5673244.089815133),camp_pitch,51.229892,-115.512984,5673244.089815133,464196.8280199212
,POINT (464275.1544808118 5673195.9634865895),camp_pitch,51.229464,-115.511857,5673195.9634865895,464275.1544808118
,POINT (464364.61179943546 5673483.598932931),camp_pitch,51.232057,-115.510604,5673483.598932931,464364.61179943546
,POINT (464540.44587231625 5673516.952159048),camp_pitch,51.232368,-115.508088,5673516.952159048,464540.44587231625
,POINT (464798.94818136387 5673221.59228568),camp_pitch,51.2297272,-115.5043553,5673221.59228568,464798.94818136387
,POINT (464356.9110320393 5673249.421893227),camp_pitch,51.22995,-115.510691,5673249.421893227,464356.9110320393
,POINT (464916.4252991657 5673167.845851304),camp_pitch,51.229251,-115.502667,5673167.845851304,464916.4252991657
,POINT (464372.3404200921 5673239.9765318055),camp_pitch,51.229866,-115.510469,5673239.9765318055,464372.3404200921
,POINT (464354.6569232812 5673386.952147709),camp_pitch,51.231187,-115.510737,5673386.952147709,464354.6569232812
,POINT (464589.9233603375 5673545.023482945),camp_pitch,51.2326236,-115.5073819,5673545.023482945,464589.9233603375
,POINT (464771.25726752053 5673265.138664388),camp_pitch,51.2301172,-115.5047563,5673265.138664388,464771.25726752053
,POINT (464421.44523541885 5673263.414244779),camp_pitch,51.2300799,-115.5097678,5673263.414244779,464421.44523541885
,POINT (464178.89823825494 5673025.547914527),camp_pitch,51.227925,-115.513219,5673025.547914527,464178.89823825494
,POINT (464431.28632100736 5673436.334130169),camp_pitch,51.231636,-115.509644,5673436.334130169,464431.28632100736
,POINT (464538.8739722732 5673572.213465724),camp_pitch,51.232865,-115.508116,5673572.213465724,464538.8739722732
,POINT (464438.27425836254 5673387.2606446035),camp_pitch,51.231195,-115.509539,5673387.2606446035,464438.27425836254
,POINT (464505.4933767531 5673327.653454324),camp_pitch,51.230663,-115.50857,5673327.653454324,464505.4933767531
,POINT (464587.38243617804 5673299.515883512),camp_pitch,51.230415,-115.507394,5673299.515883512,464587.38243617804
,POINT (464021.9682560895 5673271.54979653),camp_pitch,51.230128,-115.515492,5673271.54979653,464021.9682560895
,POINT (464263.03003501217 5673068.760850843),camp_pitch,51.228319,-115.512018,5673068.760850843,464263.03003501217
,POINT (464638.8352644612 5673563.027405058),camp_pitch,51.2327886,-115.5066829,5673563.027405058,464638.8352644612
,POINT (464465.2119204729 5673457.220681679),camp_pitch,51.231826,-115.50916,5673457.220681679,464465.2119204729
,POINT (464289.3563852974 5673000.320369813),camp_pitch,51.227705,-115.511634,5673000.320369813,464289.3563852974
,POINT (464717.47444965155 5673316.613737983),camp_pitch,51.2305769,-115.5055319,5673316.613737983,464717.47444965155
,POINT (465012.10350469046 5673297.923082858),camp_pitch,51.230427,-115.501309,5673297.923082858,465012.10350469046
,POINT (464000.20862358116 5673234.238973939),camp_pitch,51.229791,-115.5158,5673234.238973939,464000.20862358116
,POINT (464280.1949888659 5673117.999722842),camp_pitch,51.228763,-115.511777,5673117.999722842,464280.1949888659
,POINT (464597.63406162325 5673600.331627152),camp_pitch,51.2331216,-115.5072769,5673600.331627152,464597.63406162325
,POINT (464795.8934517184 5673381.539462733),camp_pitch,51.2311658,-115.5044148,5673381.539462733,464795.8934517184
,POINT (464201.2338790908 5672995.487749668),camp_pitch,51.227656,-115.512896,5672995.487749668,464201.2338790908
,POINT (464165.535367968 5673277.692199352),camp_pitch,51.2301923,-115.5134357,5673277.692199352,464165.535367968
,POINT (464018.3428543867 5673341.722224013),camp_pitch,51.230759,-115.515551,5673341.722224013,464018.3428543867
,POINT (464626.05777669436 5673055.657064207),camp_pitch,51.2282238,-115.5068158,5673055.657064207,464626.05777669436
,POINT (464327.7829859094 5673095.768293443),camp_pitch,51.228566,-115.511093,5673095.768293443,464327.7829859094
,POINT (464792.9631291542 5673444.725261576),camp_pitch,51.231734,-115.504463,5673444.725261576,464792.9631291542
,POINT (464129.16983185627 5673317.41116807),camp_pitch,51.2305473,-115.5139607,5673317.41116807,464129.16983185627
,POINT (464066.6223038697 5673269.235540218),camp_pitch,51.23011,-115.514852,5673269.235540218,464066.6223038697
,POINT (464656.7489916211 5673638.497591479),camp_pitch,51.2334686,-115.5064337,5673638.497591479,464656.7489916211
,POINT (464314.5359150148 5672967.572879486),camp_pitch,51.227412,-115.51127,5672967.572879486,464314.5359150148
,POINT (464522.6150286627 5673461.825556564),camp_pitch,51.231871,-115.508338,5673461.825556564,464522.6150286627
,POINT (464189.2215630406 5673344.194040169),camp_pitch,51.230792,-115.513103,5673344.194040169,464189.2215630406
,POINT (464073.38930542435 5673248.844376145),camp_pitch,51.229927,-115.514753,5673248.844376145,464073.38930542435
,POINT (464593.95046479674 5673104.482084225),camp_pitch,51.228661,-115.5072806,5673104.482084225,464593.95046479674
,POINT (464714.1698597908 5673645.660118591),camp_pitch,51.2335366,-115.5056117,5673645.660118591,464714.1698597908
,POINT (464240.0793341392 5672970.648555697),camp_pitch,51.227435,-115.512337,5672970.648555697,464240.0793341392
,POINT (464850.4058288126 5673454.779485295),camp_pitch,51.231828,-115.503641,5673454.779485295,464850.4058288126
,POINT (464259.1671347297 5673342.583032503),camp_pitch,51.2307819,-115.5121007,5673342.583032503,464259.1671347297
,POINT (464060.3842268537 5673374.999984782),camp_pitch,51.231061,-115.514952,5673374.999984782,464060.3842268537
,POINT (464559.60340548906 5673198.76821103),camp_pitch,51.229507,-115.507782,5673198.76821103,464559.60340548906
,POINT (464732.1189934301 5673723.4092825),camp_pitch,51.2342371,-115.5053622,5673723.4092825,464732.1189934301
,POINT (463932.4797191875 5672943.010364395),camp_pitch,51.227167,-115.516741,5672943.010364395,463932.4797191875
