Longitude,Latitude,Encounter Type
-79.848798,44.865497,curious_risk
-79.84528699999998,44.865567999999996,curious_risk
-79.85547099999998,44.865627,curious_risk
-79.85977199999999,44.865681,curious_risk
-79.86403899999999,44.865682,neutral_passive
-79.865904,44.86571000000001,curious_risk
-79.84348999999999,44.86573499999999,curious_risk
-79.845888,44.865762999999994,curious_risk
-79.867595,44.865897,curious_risk
-79.858849,44.865929,curious_risk
-79.86553899999997,44.865936,curious_risk
-79.86218099999999,44.86596899999999,curious_risk
-79.866087,44.86613599999998,curious_risk
-79.860765,44.86621999999999,curious_risk
-79.851633,44.86624699999999,curious_risk
-79.847267,44.86624900000001,curious_risk
-79.86435999999999,44.86630000000001,curious_risk
-79.858065,44.866315,curious_risk
-79.86770899999999,44.866325999999994,curious_risk
-79.842088,44.866393,curious_risk
-79.86756499999997,44.866407,curious_risk
-79.857797,44.866573999999986,neutral_passive
-79.846891,44.866724999999995,curious_risk
-79.859152,44.866759,neutral_passive
-79.85129100000002,44.866773,curious_risk
-79.845883,44.866797,curious_risk
-79.856374,44.866814,curious_risk
-79.85883,44.866847,curious_risk
-79.86097299999997,44.866908,curious_risk
-79.85847299999998,44.866984,curious_risk
-79.847186,44.867046,curious_risk
-79.84236500000002,44.867090999999995,curious_risk
-79.871535,44.86720600000001,curious_risk
-79.848101,44.86720699999999,curious_risk
-79.866203,44.867293999999994,curious_risk
-79.869352,44.867316,curious_risk
-79.86482199999998,44.86741,curious_risk
-79.866489,44.867415,curious_risk
-79.867679,44.86744300000001,curious_risk
-79.861985,44.86747899999999,curious_risk
-79.852236,44.867513,neutral_passive
-79.857145,44.867564,curious_risk
-79.837624,44.86760599999999,curious_risk
-79.870779,44.867909,curious_risk
-79.86816999999998,44.868013,curious_risk
-79.858901,44.868021,curious_risk
-79.858949,44.868035,curious_risk
-79.86080299999999,44.868041,curious_risk
-79.804947,44.868135,curious_risk
-79.85302199999997,44.868239999999986,curious_risk
-79.863906,44.868322,curious_risk
-79.84919899999998,44.86832299999999,curious_risk
-79.862377,44.868404,curious_risk
-79.85648999999997,44.86845599999999,curious_risk
-79.860633,44.86846899999999,curious_risk
-79.8504,44.868575,curious_risk
-79.86634599999998,44.86862,curious_risk
-79.86195999999998,44.86867499999999,curious_risk
-79.85982600000001,44.868755,curious_risk
-79.848605,44.868791,curious_risk
-79.85618399999997,44.868804999999995,curious_risk
-79.857131,44.868811999999984,curious_risk
-79.84477999999997,44.86892999999999,curious_risk
-79.85036999999997,44.86897299999999,curious_risk
-79.869151,44.868989,curious_risk
